X,y
3.745401188473625,10.664896513423594
9.50714306409916,21.416271427266587
7.319939418114051,17.823400389299103
5.986584841970366,10.998031854738947
1.5601864044243652,5.681029033173706
1.5599452033620265,6.834115549747546
0.5808361216819946,7.117460332847022
8.661761457749352,19.28698247895141
6.011150117432088,13.405313029077801
7.080725777960454,16.157937468751836
0.20584494295802447,5.242494121320197
9.699098521619943,23.055699262559255
8.324426408004218,18.58933240847436
2.1233911067827616,8.273317079792236
1.8182496720710062,6.830654442838093
1.8340450985343382,8.605380178134455
3.0424224295953772,7.68073867143605
5.247564316322379,12.839804339449222
4.319450186421157,10.854684066577999
2.9122914019804194,5.897552907696602
6.118528947223795,15.829298448576742
1.3949386065204183,6.311987757400615
2.9214464853521815,8.853119883989285
3.663618432936917,9.85806259912354
4.56069984217036,9.290658200239891
7.851759613930136,17.862228582329553
1.9967378215835974,6.308046610113656
5.142344384136116,11.680134229828994
5.924145688620425,14.525719953908832
0.46450412719997725,4.737109968029031
6.075448519014383,18.923268840449825
1.7052412368729153,6.759638099409508
0.6505159298527952,4.816132641151119
9.488855372533333,21.82881891353433
9.656320330745594,18.475098230893103
8.08397348116461,19.114919211430788
3.0461376917337066,9.212735803349466
0.9767211400638387,9.87992650509825
6.842330265121569,16.29993860068089
4.4015249373960135,12.406144559459252
1.2203823484477883,5.37134115748509
4.951769101112702,10.56618212698634
0.34388521115218396,5.973416051334409
9.093204020787821,22.69027410694919
2.587799816000169,9.757663526086432
6.62522284353982,14.431670777490162
3.1171107608941098,12.039810143660418
5.200680211778108,10.597658297971655
5.4671027934327965,15.107919774466133
1.8485445552552704,11.0780003621305
9.695846277645586,20.410619905029794
7.7513282336111455,17.370061008016748
9.394989415641891,21.989281561459066
8.948273504276488,19.889595700320577
5.978999788110851,11.856672714089438
9.218742350231167,21.57461065007439
0.884925020519195,2.6452426135861806
1.959828624191452,7.866842109653268
0.45227288910538066,2.065697309743155
3.2533033076326436,12.606475425300367
3.8867728968948203,9.207039209117166
2.713490317738959,7.782857603066566
8.287375091519294,21.20178461777793
3.567533266935893,7.673337901003876
2.8093450968738076,9.073610062955874
5.426960831582485,16.468207171729826
1.4092422497476265,2.603518030372798
8.021969807540398,19.413207332145404
0.7455064367977082,5.010778462092263
9.868869366005173,24.301384475564966
7.722447692966574,15.970993964176984
1.987156815341724,4.3334004045148955
0.05522117123602399,4.1543254737058435
8.154614284548341,19.903197915563055
7.068573438476172,17.638132577644097
7.2900716804098735,18.273039779813697
7.712703466859457,17.065357490561933
0.7404465173409036,4.945400429003815
3.5846572854427263,10.755459517482816
1.1586905952512971,3.8886783544498584
8.631034258755935,23.993617539801384
6.232981268275579,16.41362837837473
3.308980248526492,7.235353502647687
0.6355835028602363,5.584274222988133
3.109823217156622,7.270283093858601
3.2518332202674705,11.077835648019844
7.29606178338064,19.909314724776088
6.3755747135521315,14.109784790400841
8.872127425763265,22.671007110015175
4.722149251619493,13.269860357111982
1.195942459383017,7.036005238755014
7.13244787222995,21.058481709767793
7.607850486168974,17.72492474033221
5.612771975694963,12.718071622674946
7.70967179954561,16.640314739840175
4.937955963643907,11.24429135735694
5.227328293819941,13.300453168811673
4.275410183585496,12.23312431680428
0.2541912674409519,4.061764133541942
1.0789142699330445,6.812195037938137
